Time,App_Name,Inactivity Duration(s),Keystroke_Count,Speed(ms),PAM_Val
2021-09-07 08:30:00,explorer.exe,1333.0100479999999,9.0,3.5887155898483525,1.0
2021-09-07 09:00:00,explorer.exe,424.366271,62.0,2.9736199781328856,2.0
2021-09-07 09:30:00,explorer.exe,5432.486898,114.0,3.6837156259923334,2.0
2021-09-07 10:00:00,explorer.exe,2498.585778,43.0,3.8998976200873163,2.0
2021-09-07 10:30:00,explorer.exe,2966.281775,145.0,3.6887458162063353,2.0
2021-09-07 11:00:00,explorer.exe,2369.555328,169.0,3.9151889944373983,1.0
2021-09-07 11:30:00,explorer.exe,2525.331417,144.0,4.255813355086712,1.0
2021-09-07 12:00:00,explorer.exe,1676.141351,295.0,4.012072108582928,2.0
2021-09-07 12:30:00,explorer.exe,2246.678371,136.0,3.955986884402014,2.0
2021-09-07 13:00:00,explorer.exe,3291.911282,101.0,4.013290913050443,2.0
2021-09-07 13:30:00,explorer.exe,2820.985622,76.0,4.225008923435147,3.0
2021-09-07 14:00:00,explorer.exe,2846.109697,97.0,4.075099621698858,3.0
2021-09-07 14:30:00,explorer.exe,3806.7163699999996,33.0,3.9859032916217543,4.0
2021-09-07 15:00:00,explorer.exe,2745.040002,246.0,6.0511165221317444,2.0
2021-09-07 15:30:00,WINWORD.EXE,245.19613600000002,1.0,3.9743145833896483,2.0
2021-09-07 16:00:00,WINWORD.EXE,4647.717837,45.0,3.944146971126805,2.0
2021-09-07 16:30:00,WINWORD.EXE,9050.239538000002,89.0,3.9139793588639615,2.0
2021-09-07 17:00:00,WINWORD.EXE,13452.761239000001,133.0,3.8838117466011184,2.0
2021-09-07 17:30:00,msedge.exe,2397.243678,62.0,4.740012481699186,2.0
2021-09-07 18:00:00,explorer.exe,1910.829279,9.0,4.1649482085412775,2.0
2021-09-07 18:30:00,msedge.exe,3728.3456260000003,28.0,10.114853334743009,2.0
2021-09-07 19:00:00,TextLogger.exe,211.15639,28.0,6.6842217234093955,3.0
2021-09-08 08:00:00,TextLogger.exe,1371.840833,30.0,3.4137809711084923,1.0
2021-09-08 08:30:00,Ssms.exe,463.663864,97.0,4.591402707250463,1.0
2021-09-08 09:00:00,explorer.exe,6600.384939,164.0,3.737607549158056,2.0
2021-09-08 09:30:00,msedge.exe,850.339463,47.0,6.26736480355142,2.0
2021-09-08 10:00:00,WINWORD.EXE,2227.087789,118.0,5.12859156952401,3.0
2021-09-08 10:30:00,explorer.exe,5639.51008,189.0,4.6801847557818785,1.0
2021-09-08 11:00:00,explorer.exe,2350.950521,267.0,4.945095191151136,1.0
2021-09-08 11:30:00,explorer.exe,1660.704357,142.0,4.010736729813632,1.0
2021-09-08 12:00:00,explorer.exe,3619.151378,272.0,4.193953426093338,2.0
2021-09-08 12:30:00,explorer.exe,1943.6857420000001,820.0,4.863842724590527,2.0
2021-09-08 13:00:00,explorer.exe,2812.0302699999997,173.0,5.071960736474713,2.0
2021-09-08 13:30:00,explorer.exe,2954.237631,243.0,3.79245491977116,2.0
2021-09-08 14:00:00,explorer.exe,2783.305357,323.0,3.877825541536364,2.0
2021-09-08 14:30:00,explorer.exe,2119.866097,187.0,5.075788079862501,2.0
2021-09-08 15:00:00,explorer.exe,3715.607622,87.0,3.8880944858560027,2.0
2021-09-08 15:30:00,explorer.exe,2131.784583,581.0,4.117132956885082,1.0
2021-09-08 16:00:00,explorer.exe,2302.428831,492.0,3.8530501003071427,2.0
2021-09-08 16:30:00,explorer.exe,2160.574413,246.0,3.837357520865884,4.0
2021-09-09 08:30:00,TextLogger.exe,411.563269,65.0,3.08902049970698,1.0
2021-09-09 09:00:00,devenv.exe,2485.214066,65.0,3.9666095333432465,3.0
2021-09-09 09:30:00,explorer.exe,4675.574852,15.0,5.929615241680953,2.0
2021-09-09 10:00:00,explorer.exe,2589.230142,330.0,3.7884778145390774,2.0
2021-09-09 10:30:00,msedge.exe,2649.043642,133.0,4.246831916197464,3.0
2021-09-09 11:00:00,explorer.exe,2482.386615,31.0,4.160834599016502,2.0
2021-09-09 11:30:00,explorer.exe,2309.364528,87.0,4.5306940018642825,2.0
2021-09-09 12:00:00,explorer.exe,2966.810912,197.0,3.729337643542981,2.0
